Evolution parameters:
Namespace(mutation_prob=0.2, crossover_prob=0.6, population_size=20, generations_max='20', simulations_per_indiv=6, len_individual=6, food_weight=0.001, mutation_copies=3, tournament_k=7, resume_from_log=None, random_seed=True, n_best_to_return=None, debug=True)

Default simulation parameters:
>FISH_MOMENTUM_CONSTANT: 0.75
>FISH_FEAR_MOMENTUM_CONSTANT: 0.825
>ALIGNMENT_CONSTANT: 0.25
>COHESION_CONSTANT: 0.05
>SEPARATION_CONSTANT: 20
>SHARK_REPULSION_CONSTANT: 8
>FOOD_ATTRACTION_CONSTANT: 0.25
>WIDTH: 400
>HEIGHT: 400
>NUM_STEPS: 1000
>NUM_FISH: 200
>NUM_SHARKS: 1
>NUM_FOOD: 50
>FISH_SENSE_DIST: 25
>SHARK_SENSE_DIST: 100
>FISH_MAX_SPEED: 4
>SHARK_MAX_SPEED: 7
>SHARK_KILL_RADIUS: 10
>SHARK_MOMENTUM_CONSTANT: 1
>SHARK_SEARCH_CONSTANT: 2
>SHARK_HUNT_CONSTANT: 40
>FISH_DIM_ELLIPSE_X: 5
>FISH_DIM_ELLIPSE_Y: 9
>FISH_FEAR_CONSTANT: 3
>SHARK_DIM_ELLIPSE_X: 30
>SHARK_DIM_ELLIPSE_Y: 50
>SHARK_BLIND_ANGLE_DEG: 40
>WALL: 0
>LOG_FILEPATH: logs/log-default-simulation_2023-06-19_22-27-07.txt

Starting computation at 2023-06-19 22:27:09.

o [0.51225, 0.39909, 0.52973, 0.91031, 0.03256, 0.66932, ]  134.47550
o [0.77974, 0.39909, 0.52973, 0.91031, 0.06365, 0.66932, ]  134.66567
o [0.51225, 0.77583, 0.52973, 9.62800, 4.82379, 3.93449, ]  135.14317
o [0.51225, 0.39909, 0.52973, 0.91031, 0.06365, 0.66932, ]  135.15100
o [0.39250, 0.34332, 0.84334, 1.52096, 0.25540, 0.50088, ]  135.33200
o [0.35863, 0.39909, 0.52973, 0.91031, 0.06365, 0.66932, ]  135.64017
o [0.51225, 0.39909, 0.90943, 1.34475, 0.06365, 0.66932, ]  135.83317
o [0.84416, 0.79064, 0.96145, 0.55791, 0.19914, 0.99833, ]  136.50517
o [0.64533, 0.77583, 0.41795, 9.62800, 4.82379, 3.93449, ]  136.62483
o [0.51843, 0.40946, 0.77387, 5.46163, 2.93916, 9.16389, ]  137.27917
o [0.40169, 0.27293, 0.52973, 0.91031, 0.03844, 0.66932, ]  137.61517
o [0.64533, 0.43656, 0.41795, 0.91031, 0.03658, 0.65728, ]  137.80167
o [0.51600, 0.77583, 0.52973, 9.62800, 4.82379, 3.93449, ]  138.29900
o [0.84416, 0.97723, 0.96145, 0.55791, 0.19914, 0.99833, ]  138.50833
o [0.38775, 0.34332, 0.53963, 1.70598, 0.25540, 0.50088, ]  138.65483
o [0.43451, 0.39909, 0.52973, 0.35868, 0.06365, 0.22682, ]  139.50750
